1607750350.53, 432, 63, 1023, 995, 975, 65.0, 18.0
1607750953.15, 431, 59, 1023, 997, 974, 65.0, 18.0
1607751555.69, 432, 61, 1023, 996, 974, 65.0, 18.0
1607752158.28, 431, 69, 1023, 996, 976, 65.0, 18.0
1607752760.9, 428, 69, 1023, 994, 976, 65.0, 18.0
1607753363.45, 433, 60, 1023, 997, 974, 65.0, 18.0
1607753968.6, 431, 55, 1023, 958, 956, 65.0, 18.0
1607754571.23, 430, 51, 1023, 994, 974, 65.0, 18.0
1607755173.85, 441, 58, 1023, 997, 973, 65.0, 18.0
1607755776.38, 430, 68, 1023, 994, 973, 65.0, 18.0
1607756378.91, 427, 71, 1023, 996, 971, 65.0, 18.0
1607756981.45, 429, 72, 1023, 994, 971, 65.0, 18.0
1607757584.08, 427, 70, 1023, 994, 970, 65.0, 17.0
1607758189.15, 429, 62, 1023, 958, 954, 65.0, 17.0
1607758791.69, 429, 59, 1023, 995, 971, 65.0, 17.0
1607759394.23, 426, 58, 1023, 994, 973, 65.0, 17.0
1607759996.85, 432, 22, 1023, 995, 971, 65.0, 17.0
1607760599.41, 426, 56, 1023, 995, 971, 65.0, 17.0
1607761201.94, 431, 57, 1023, 993, 971, 65.0, 17.0
1607761807.01, 426, 44, 1023, 993, 969, 65.0, 17.0
1607762409.55, 428, 46, 1023, 994, 969, 65.0, 17.0
1607763012.17, 430, 52, 1023, 994, 970, 65.0, 17.0
1607763617.33, 430, 57, 1023, 994, 964, 65.0, 17.0
